city,team1,team2,toss_winner,toss_decision,venue,team1_last_5_scored,team1_last_5_conceded,team2_last_5_scored,team2_last_5_conceded,team1_win
Pune,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,"Maharashtra Cricket Association Stadium, Pune",169.4,161.6,168.0,164.6,1
Mumbai,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,"Brabourne Stadium, Mumbai",149.2,153.6,175.8,167.0,0
Navi Mumbai,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,"Dr DY Patil Sports Academy, Mumbai",180.6,177.2,161.0,174.6,0
Mumbai,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,"Wankhede Stadium, Mumbai",169.0,158.4,172.8,168.6,1
Pune,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Maharashtra Cricket Association Stadium, Pune",174.2,172.0,152.6,151.0,1
Mumbai,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,"Wankhede Stadium, Mumbai",179.2,177.0,170.0,182.8,0
Navi Mumbai,Gujarat Titans,Punjab Kings,Gujarat Titans,bat,"Dr DY Patil Sports Academy, Mumbai",178.2,167.4,156.8,157.2,0
Pune,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,"Maharashtra Cricket Association Stadium, Pune",144.6,145.2,183.8,178.8,1
Mumbai,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Brabourne Stadium, Mumbai",167.6,173.4,156.8,159.0,1
Mumbai,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,"Brabourne Stadium, Mumbai",163.0,175.8,168.4,165.4,1
Mumbai,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,"Wankhede Stadium, Mumbai",146.2,148.6,178.6,170.2,0
Pune,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,"Maharashtra Cricket Association Stadium, Pune",175.6,163.2,167.4,170.2,1
Mumbai,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,"Wankhede Stadium, Mumbai",141.4,142.6,158.8,165.4,1
Navi Mumbai,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,"Dr DY Patil Sports Academy, Mumbai",172.6,174.8,174.4,172.8,1
Navi Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,"Dr DY Patil Sports Academy, Mumbai",152.6,170.2,161.2,170.6,1
Pune,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,"Maharashtra Cricket Association Stadium, Pune",168.8,167.0,171.0,147.2,1
Navi Mumbai,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,"Dr DY Patil Sports Academy, Mumbai",173.2,166.0,174.0,191.4,0
Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",180.4,164.2,147.6,163.8,0
Mumbai,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Brabourne Stadium, Mumbai",153.8,156.2,143.6,135.0,1
Pune,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,"Maharashtra Cricket Association Stadium, Pune",143.6,149.4,153.4,173.6,1
Mumbai,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,"Wankhede Stadium, Mumbai",168.6,153.8,166.4,153.8,0
Mumbai,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,"Brabourne Stadium, Mumbai",160.8,156.8,154.8,139.8,1
Navi Mumbai,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Dr DY Patil Sports Academy, Mumbai",164.8,179.0,172.6,163.4,1
Mumbai,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",163.6,195.4,137.2,152.0,1
Navi Mumbai,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,"Dr DY Patil Sports Academy, Mumbai",152.0,149.0,149.4,142.8,1
Mumbai,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,"Wankhede Stadium, Mumbai",154.0,141.4,161.0,162.4,0
Mumbai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,"Brabourne Stadium, Mumbai",160.0,143.8,167.6,164.6,0
Mumbai,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",166.6,178.2,148.8,157.0,0
Mumbai,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,"Wankhede Stadium, Mumbai",163.2,193.6,163.6,160.0,0
Kolkata,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,"Eden Gardens, Kolkata",166.2,162.4,152.8,141.4,0
Kolkata,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,"Eden Gardens, Kolkata",172.0,167.2,163.4,164.0,1
Ahmedabad,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"Narendra Modi Stadium, Ahmedabad",179.4,171.0,173.4,169.0,0
Ahmedabad,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,"Narendra Modi Stadium, Ahmedabad",167.6,162.6,162.4,150.0,0
Ahmedabad,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,"Narendra Modi Stadium, Ahmedabad",149.6,136.2,154.6,140.6,0
Chandigarh,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",169.0,160.8,161.8,154.8,1
Lucknow,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",163.0,167.6,160.6,171.2,1
Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",161.6,157.0,156.8,185.2,1
Bengaluru,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M Chinnaswamy Stadium, Bengaluru",148.6,157.2,176.2,171.2,0
Chennai,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,"MA Chidambaram Stadium, Chepauk, Chennai",153.2,138.0,166.4,176.0,1
Delhi,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,"Arun Jaitley Stadium, Delhi",147.8,172.6,162.2,159.8,0
Guwahati,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,"Barsapara Cricket Stadium, Guwahati",178.2,161.4,166.6,152.4,1
Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Eden Gardens, Kolkata",159.4,162.6,172.2,180.4,1
Lucknow,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",145.8,184.4,191.0,190.6,0
Guwahati,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,"Barsapara Cricket Stadium, Guwahati",174.8,161.8,156.8,163.6,1
Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,"Wankhede Stadium, Mumbai",147.4,157.2,155.0,155.6,0
Ahmedabad,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,"Narendra Modi Stadium, Ahmedabad",167.4,165.6,180.0,152.0,0
Hyderabad,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",179.8,161.8,145.0,171.4,0
Bengaluru,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,"M Chinnaswamy Stadium, Bengaluru",165.8,179.4,185.6,179.2,0
Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",153.0,171.4,156.2,156.0,0
Chennai,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",177.0,152.0,167.4,166.4,1
Chandigarh,Punjab Kings,Gujarat Titans,Gujarat Titans,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",166.6,159.8,174.6,173.0,0
Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",149.4,164.6,188.4,170.2,1
Bengaluru,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,"M Chinnaswamy Stadium, Bengaluru",174.2,188.4,155.6,177.6,1
Lucknow,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",186.2,180.0,168.8,158.8,0
Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",194.0,191.2,170.2,171.0,0
Ahmedabad,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,"Narendra Modi Stadium, Ahmedabad",167.2,166.0,179.8,155.0,0
Bengaluru,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M Chinnaswamy Stadium, Bengaluru",175.2,174.0,167.6,180.0,1
Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",169.4,169.4,156.4,167.6,1
Jaipur,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",179.4,170.8,189.6,163.8,1
Chandigarh,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",179.8,193.0,169.0,159.2,1
Delhi,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",189.4,186.4,154.0,180.4,0
Chennai,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",160.6,174.0,190.4,187.4,0
Lucknow,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",176.0,175.8,171.6,171.0,1
Mumbai,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",160.8,164.8,175.8,173.2,1
Bengaluru,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,"M Chinnaswamy Stadium, Bengaluru",180.2,188.8,177.8,168.4,1
Kolkata,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",182.4,177.8,185.6,173.8,1
Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",151.0,167.2,161.2,161.0,1
Ahmedabad,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,"Narendra Modi Stadium, Ahmedabad",166.6,165.8,181.8,181.6,1
Bengaluru,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"M Chinnaswamy Stadium, Bengaluru",182.0,196.2,193.4,184.4,1
Jaipur,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",175.8,166.8,186.0,174.0,1
Chandigarh,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",156.2,154.6,164.2,166.6,1
Kolkata,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,"Eden Gardens, Kolkata",180.6,191.2,175.4,163.8,0
Delhi,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,"Arun Jaitley Stadium, Delhi",164.4,164.4,147.4,162.0,1
Mumbai,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,"Wankhede Stadium, Mumbai",176.4,172.4,180.8,191.2,0
Chennai,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",188.2,183.0,175.8,189.0,0
Lucknow,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",186.8,181.8,182.2,170.6,1
Ahmedabad,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,"Narendra Modi Stadium, Ahmedabad",156.6,161.6,170.6,158.2,1
Chandigarh,Punjab Kings,Mumbai Indians,Mumbai Indians,field,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",185.4,198.2,189.0,199.2,0
Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",175.4,181.6,174.8,173.4,1
Jaipur,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",183.8,180.8,164.8,153.6,0
Delhi,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,"Arun Jaitley Stadium, Delhi",177.2,173.2,148.2,152.0,0
Chennai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",195.0,205.0,193.8,188.2,0
Ahmedabad,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,"Narendra Modi Stadium, Ahmedabad",153.2,141.4,161.2,153.4,1
Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",171.6,169.2,162.4,166.6,0
Kolkata,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,"Eden Gardens, Kolkata",196.0,209.6,172.6,177.6,0
Mumbai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",169.8,165.4,184.4,197.4,0
Chennai,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",176.6,172.4,155.4,153.4,1
Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,"Eden Gardens, Kolkata",183.6,187.8,185.6,181.8,0
Mumbai,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,"Wankhede Stadium, Mumbai",184.2,194.4,171.6,150.0,1
Delhi,Punjab Kings,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",201.8,211.2,157.8,161.4,1
Hyderabad,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",170.2,171.0,163.6,166.6,0
Jaipur,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,"Sawai Mansingh Stadium, Jaipur",174.8,175.4,179.4,173.8,1
Chennai,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,"MA Chidambaram Stadium, Chepauk, Chennai",182.4,173.6,176.2,171.0,0
Ahmedabad,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Narendra Modi Stadium, Ahmedabad",168.4,163.2,179.8,180.4,1
Lucknow,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",169.8,174.2,197.4,191.2,1
Dharamsala,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",156.2,167.4,192.4,198.2,1
Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",183.2,189.2,171.2,150.8,0
Dharamsala,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",191.8,189.4,150.8,174.0,0
Delhi,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,"Arun Jaitley Stadium, Delhi",164.2,165.8,161.2,167.6,1
Kolkata,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",179.6,181.6,165.6,164.0,1
Mumbai,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",181.0,189.0,189.0,184.2,0
Bengaluru,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,"M Chinnaswamy Stadium, Bengaluru",172.8,148.0,170.0,158.2,0
Chennai,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,"MA Chidambaram Stadium, Chepauk, Chennai",174.8,154.6,184.6,171.6,1
Chennai,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,"MA Chidambaram Stadium, Chepauk, Chennai",186.0,181.4,163.4,176.4,1
Ahmedabad,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,"Narendra Modi Stadium, Ahmedabad",192.2,182.4,194.6,173.6,1
Ahmedabad,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,"Narendra Modi Stadium, Ahmedabad",193.4,182.4,169.2,145.8,0
Chennai,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,bat,"MA Chidambaram Stadium, Chepauk, Chennai",160.0,160.0,175.4,160.8,0
Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Eden Gardens, Kolkata",164.8,163.2,187.8,195.0,1
Mohali,Delhi Capitals,Punjab Kings,Punjab Kings,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",164.4,187.2,189.0,187.2,0
Jaipur,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,"Sawai Mansingh Stadium, Jaipur",146.2,168.6,162.0,187.6,1
Ahmedabad,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,"Narendra Modi Stadium, Ahmedabad",198.0,173.0,188.8,180.4,1
Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"M Chinnaswamy Stadium, Bengaluru",181.6,178.8,173.0,176.0,0
Chennai,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,"MA Chidambaram Stadium, Chepauk, Chennai",177.2,167.4,194.0,174.6,1
Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",185.2,193.8,177.6,175.8,1
Jaipur,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,"Sawai Mansingh Stadium, Jaipur",161.2,179.4,161.8,186.4,1
Bengaluru,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,"M Chinnaswamy Stadium, Bengaluru",175.5,176.0,172.2,170.8,0
Lucknow,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",162.4,180.8,181.0,178.0,1
Ahmedabad,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,"Narendra Modi Stadium, Ahmedabad",204.2,206.0,183.0,176.4,0
Visakhapatnam,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",168.4,190.0,189.6,166.6,1
Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,"Wankhede Stadium, Mumbai",192.4,195.8,155.4,170.6,0
Bengaluru,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"M Chinnaswamy Stadium, Bengaluru",165.2,180.0,177.67,179.33,1
Visakhapatnam,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",173.0,171.4,179.4,190.8,1
Ahmedabad,Gujarat Titans,Punjab Kings,Punjab Kings,field,"Narendra Modi Stadium, Ahmedabad",185.2,174.4,183.2,190.6,0
Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",179.2,175.6,205.8,202.0,0
Jaipur,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,field,"Sawai Mansingh Stadium, Jaipur",171.5,179.75,150.6,165.8,0
Mumbai,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,"Wankhede Stadium, Mumbai",177.2,181.2,170.0,205.6,1
Lucknow,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",166.0,176.2,178.4,180.2,1
Chennai,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",197.6,174.4,177.8,177.4,0
Mohali,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",201.8,197.6,183.6,187.8,1
Jaipur,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,"Sawai Mansingh Stadium, Jaipur",176.6,168.2,161.6,178.6,0
Mumbai,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",173.8,181.6,187.6,202.0,0
Lucknow,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",163.4,167.2,181.8,207.8,0
Mohali,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",182.2,186.4,178.0,170.6,0
Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",171.8,162.0,193.2,194.6,1
Kolkata,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,"Eden Gardens, Kolkata",176.6,164.8,195.6,173.8,0
Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"M Chinnaswamy Stadium, Bengaluru",198.2,193.4,178.4,186.2,1
Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,"Eden Gardens, Kolkata",193.0,170.8,169.8,165.4,0
Ahmedabad,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,"Narendra Modi Stadium, Ahmedabad",167.8,185.4,181.0,205.8,0
Mohali,Mumbai Indians,Punjab Kings,Punjab Kings,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",198.0,202.2,176.2,182.0,1
Lucknow,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",177.8,164.6,174.2,158.6,0
Delhi,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,"Arun Jaitley Stadium, Delhi",214.8,204.2,164.8,186.6,1
Mohali,Punjab Kings,Gujarat Titans,Punjab Kings,bat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",177.6,184.8,157.0,162.6,0
Kolkata,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Eden Gardens, Kolkata",196.0,174.8,195.2,208.4,1
Jaipur,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,"Sawai Mansingh Stadium, Jaipur",187.2,183.4,177.6,175.4,0
Chennai,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,"MA Chidambaram Stadium, Chepauk, Chennai",171.8,172.0,170.4,158.2,0
Delhi,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,"Arun Jaitley Stadium, Delhi",166.4,205.6,152.6,158.6,1
Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",203.0,215.6,212.6,194.8,1
Kolkata,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,"Eden Gardens, Kolkata",203.2,182.6,170.4,174.2,0
Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,"Arun Jaitley Stadium, Delhi",178.0,195.2,198.0,194.6,1
Lucknow,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",176.8,169.6,188.8,186.2,0
Ahmedabad,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"Narendra Modi Stadium, Ahmedabad",156.8,163.4,213.6,213.6,0
Chennai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,"MA Chidambaram Stadium, Chepauk, Chennai",179.6,176.4,214.4,202.4,1
Kolkata,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,"Eden Gardens, Kolkata",188.4,197.8,201.0,201.8,0
Lucknow,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",200.6,205.0,183.4,183.4,0
Chennai,Chennai Super Kings,Punjab Kings,Punjab Kings,field,"MA Chidambaram Stadium, Chepauk, Chennai",189.0,170.0,182.8,186.6,0
Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",208.0,211.8,190.8,188.8,1
Mumbai,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",205.0,204.2,189.6,194.8,1
Bengaluru,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,"M Chinnaswamy Stadium, Bengaluru",170.8,172.0,218.2,215.8,0
Lucknow,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",206.4,201.0,179.0,178.2,1
Dharamsala,Chennai Super Kings,Punjab Kings,Punjab Kings,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",193.2,175.2,179.4,182.6,1
Mumbai,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",211.8,215.8,181.4,187.4,0
Delhi,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,"Arun Jaitley Stadium, Delhi",185.0,195.8,191.6,189.2,1
Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",174.2,192.8,189.0,198.2,0
Dharamsala,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,"Himachal Pradesh Cricket Association Stadium, Dharamsala",209.4,205.4,177.8,185.6,1
Ahmedabad,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,"Narendra Modi Stadium, Ahmedabad",160.4,163.2,185.4,165.8,1
Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,"Eden Gardens, Kolkata",208.8,183.6,177.8,185.4,1
Chennai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,"MA Chidambaram Stadium, Chepauk, Chennai",201.4,204.0,189.4,176.0,0
Bengaluru,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,"M Chinnaswamy Stadium, Bengaluru",205.2,184.2,210.8,218.2,1
Delhi,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,"Arun Jaitley Stadium, Delhi",199.0,202.4,171.2,191.0,1
Guwahati,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,"Barsapara Cricket Stadium, Guwahati",184.8,188.4,177.4,195.4,0
Mumbai,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,"Wankhede Stadium, Mumbai",166.4,190.6,169.8,180.2,1
